,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
liberty,2.2365847873248062e-05,2.4180443442884442e-05,2.756619238235686e-05,0.0,0.0,0.0,0.0,0.0,3.303275503463515e-06,4.021196728473787e-06,1.215314841575043e-05,0.0,0.0,0.0,5.054719393008543e-06,0.0,9.476863342102048e-06,0.0,0.0,5.934467824354377e-06
definitely,3.0347973975669064e-06,2.9529378269622522e-06,1.682842265110482e-05,8.824808205211388e-06,2.6585788555768658e-06,4.257652772880099e-06,4.438599933775911e-06,3.4408678364767675e-06,3.361403112128782e-06,4.0919185613062435e-06,7.419930908643812e-06,1.1924674133120322e-06,0.0,0.0,2.0575225601121263e-06,0.0,1.2858868652374375e-06,3.2863008435717027e-06,4.215494896153362e-06,4.8310435228582105e-06
innovation,5.3696396153540164e-05,8.711600546120388e-06,1.9860982610086806e-05,0.0,2.6662335340409802e-05,1.1304601704484639e-05,3.53473889641797e-05,1.218098644356148e-05,7.140126848391343e-06,2.897431724130305e-06,0.0,2.110840243982265e-06,0.0,0.0,1.8210872074629625e-06,0.0,4.552316959274168e-06,5.817229047104244e-06,3.7311469077736174e-06,8.551647596101291e-06
describe,1.5027292193774247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6579406255830396e-06,0.0,0.0,0.0,0.0,3.66949309481863e-05,0.0,0.0,0.0,0.0,0.0,1.1961259173676672e-05
empowered,6.471902479177861e-06,4.198251987447736e-06,0.0,3.763802127744321e-05,7.559378186162447e-06,0.0,0.0,0.0,2.8674189524831167e-06,3.490612786853246e-06,0.0,0.0,0.0,1.5803646559505704e-05,4.38776546848713e-06,0.0,2.74219811032503e-06,0.0,8.989903115397387e-06,0.0
warnings,1.1241471935130916e-05,1.458420435168983e-05,0.0,0.0,6.565284814210589e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6213976540327105e-06,0.0,4.7631037700221636e-06,0.0,0.0,1.789537443534144e-05
well,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
product,8.333330170888305e-06,9.459835550737901e-06,0.0,1.21167364851773e-05,1.3382928200300006e-05,8.768530305113756e-06,9.141173007646013e-06,9.44830712029212e-06,9.230116246166747e-06,4.49472528960415e-06,0.0,4.911693611149316e-06,2.0455642633817383e-05,0.0,5.649895486630715e-06,1.3281697019885859e-05,6.179145479894537e-06,9.023903098585967e-06,0.0,1.1607367141480538e-05
region,5.372031476587298e-06,5.22712816597398e-06,0.0,0.0,4.706070100955889e-06,1.1304601704484639e-05,7.85696553428549e-06,0.0,4.760188961044973e-06,2.897431724130305e-06,4.3784711651716555e-06,2.110840243982265e-06,0.0,0.0,3.6421132974387102e-06,2.8542228714352015e-06,5.690336525059181e-06,5.817229047104244e-06,3.7311469077736174e-06,6.413862047894374e-06
mint,2.1499194672952107e-05,0.0,0.0,0.0,1.2556036888993565e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barriers,5.581993082924964e-06,1.448321256232309e-05,0.0,0.0,6.519937048206717e-06,0.0,0.0,1.2657467740605041e-05,9.892229527017656e-06,0.0,0.0,0.0,0.0,1.3630589469475132e-05,0.0,5.9314090252632025e-06,9.46024718963876e-06,1.2088882482630865e-05,1.5506986375094572e-05,8.886012160227382e-06
fed,1.1163709850102116e-05,7.241838816203807e-06,2.063861106684456e-05,6.491597833230659e-05,3.2600156484693504e-06,0.0,0.0,0.0,4.946223242832551e-06,6.0212020759082405e-06,0.0,0.0,0.0,0.0,0.0,5.9314090252632025e-06,2.365136207334925e-06,1.2088882482630865e-05,0.0,4.443093613245742e-06
basic,5.901764827689836e-06,3.828576383335391e-06,0.0,0.0,5.17019677430121e-06,6.899838844444205e-06,1.4388173380827188e-06,4.461157422764823e-06,1.7433688491258167e-06,2.652778054724753e-06,1.2824928264585672e-05,3.865063837186231e-06,1.4485889833217238e-05,4.804115980422849e-06,2.6676814023006484e-06,2.0906028798647396e-06,2.5008044400942687e-06,2.1304985982583946e-06,1.3664930833116954e-06,1.5660369334115201e-06
limited,9.837491973097234e-07,4.4666007410652586e-06,7.2738747723690975e-06,5.721095665321981e-06,8.041947188444468e-06,1.1038592510602861e-05,1.2945607269455274e-05,0.0,6.101121959928305e-06,6.8964865020607495e-06,6.413498734461854e-06,1.0047602786092178e-05,0.0,4.804115980422849e-06,4.668207467941045e-06,7.31614806137121e-06,1.2084307065284612e-05,6.390810685803446e-06,5.46540863077761e-06,8.611676310973986e-06
value,2.394385682249942e-06,2.17450213956022e-06,0.0,2.7852354589240394e-06,3.3559052078725298e-06,1.3437760004584544e-06,9.80194136508452e-06,1.0859870135156972e-06,4.242929392723292e-06,3.6156758081438138e-06,7.806750296551565e-07,7.527048396982203e-07,4.70207314225938e-06,2.3388167162739254e-06,9.74058896977701e-07,1.017780790980757e-06,1.6232748711082118e-06,1.0372034638444175e-06,6.652580576626269e-07,3.811415287744662e-06
voided,1.2943804958355722e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0171804946059068e-05,0.0,0.0,8.77553093697426e-06,1.3754048134901598e-05,0.0,0.0,0.0,1.0302867862285733e-05
products,3.351974052798368e-06,2.17450213956022e-06,1.7707541551690467e-06,8.353301972193188e-06,5.5925287988648425e-06,2.0155940139764037e-06,5.602325339183031e-06,3.2575953951939514e-06,3.6066085984137286e-06,1.5497408138258553e-06,7.806750296551565e-07,1.8816523057966104e-06,4.70207314225938e-06,1.1694790343353646e-06,1.9480197326872646e-06,3.5617644233401648e-06,2.2319327349609006e-06,5.184905692327777e-06,0.0,4.5735181909511626e-06
skin,8.555389714596386e-06,0.0,0.0,4.9754757762620506e-05,4.996549428492523e-06,0.0,0.0,1.9399803566948207e-05,3.7905216730999225e-06,0.0,0.0,0.0,0.0,2.0891284388680594e-05,1.1600426228986065e-05,9.090931323979773e-06,0.0,0.0,0.0,0.0
something,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medical,2.1631240789911322e-05,5.742588005930829e-06,3.6372701952466453e-06,5.721095665321981e-06,1.7802795571107006e-05,4.140190783318556e-06,1.4388173380827188e-06,8.92131357575524e-06,2.3522584628074683e-05,1.5917093273337174e-06,0.0,2.3191285097692575e-06,0.0,1.2008113034572727e-05,1.4001333849278745e-05,1.3584989014379502e-05,5.418011915132781e-06,6.390810685803446e-06,2.7328922075980954e-06,1.565481856305797e-05
today,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground,6.471902479177861e-06,4.198251987447736e-06,0.0,0.0,3.779743730250521e-06,0.0,0.0,0.0,5.734775015357262e-06,1.7452132023114038e-05,0.0,5.085902473029534e-06,0.0,0.0,4.38776546848713e-06,6.877024067450799e-06,1.0968447350381913e-05,0.0,8.989903115397387e-06,0.0
vr,1.7713374414308776e-05,0.0,0.0,0.0,1.034502854446111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
trauma,1.4910934288747067e-05,1.450873192783505e-05,0.0,4.335911694276519e-05,8.70842705498017e-06,0.0,0.0,0.0,1.3212667332554735e-05,0.0,0.0,0.0,0.0,1.8205849724262794e-05,1.5163649266303861e-05,0.0,6.317975152374459e-06,0.0,0.0,5.934467824354377e-06
go,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrongdoing,1.1241471935130916e-05,7.2922192578366146e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.832425692176403e-05,0.0,0.0,0.0,7.6213976540327105e-06,0.0,0.0,0.0,1.561515240633285e-05,8.947863499015525e-06
americans,2.686082220534528e-06,6.969392326708717e-06,0.0,0.0,0.0,0.0,3.928624979811822e-06,6.090835038658463e-06,8.330056647783005e-06,1.1588798695295605e-05,4.3784711651716555e-06,4.221598374882826e-06,0.0,6.559105947543949e-06,5.463078274041478e-06,8.562218235948176e-06,6.828332223234461e-06,5.817229047104244e-06,3.7311469077736174e-06,2.1380382564817186e-06
subject,6.250152310653287e-06,4.054475595887086e-06,0.0,0.0,7.300306553046771e-06,8.768530305113756e-06,0.0,4.724418693914543e-06,1.8461851953016074e-06,5.618331613923831e-06,1.0187796206739844e-05,8.185837600556551e-06,0.0,5.08763782917489e-06,8.474558836047349e-06,4.427698062106813e-06,6.179145479894537e-06,4.512193399178851e-06,2.8941023831618445e-06,8.291303171078434e-06
ban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hides,1.1241471935130916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063074313320706e-06,0.0,8.834037610937125e-06,0.0,0.0,0.0,1.1945154195414978e-05,4.7631037700221636e-06,0.0,0.0,8.947863499015525e-06
days,1.436702519742289e-06,9.319893364703842e-07,1.7707541551690467e-06,5.569669295888838e-06,1.1187644186792203e-06,6.719113312939112e-07,1.400885507770016e-06,4.343216818063026e-06,1.2730742144537934e-06,1.2914679171439952e-06,0.0,3.7629387093416504e-06,7.052252990996471e-06,1.1694790343353646e-06,1.9480197326872646e-06,1.5266310369776548e-06,1.8261650805116858e-06,1.0372034638444175e-06,3.3258329248273775e-06,1.5247463072935627e-06
skills,1.611449911907034e-05,1.0453752827813294e-05,3.9714698120629766e-05,1.5621190228793938e-05,2.5094325287124653e-05,3.7684622638974623e-06,1.5712793531932534e-05,2.4359238965767447e-05,8.330056647783005e-06,1.4487352020063267e-06,4.3784711651716555e-06,0.0,0.0,0.0,5.463078274041478e-06,0.0,4.552316959274168e-06,0.0,3.7311469077736174e-06,2.1380382564817186e-06
inquiry,1.2943804958355722e-05,0.0,0.0,0.0,7.559487460501042e-06,0.0,0.0,0.0,5.734837904966233e-06,0.0,0.0,0.0,0.0,3.160729311901141e-05,0.0,0.0,0.0,0.0,0.0,1.0302867862285733e-05
whilst,5.581993082924964e-06,7.241838816203807e-06,0.0,0.0,6.519937048206717e-06,0.0,0.0,0.0,4.946223242832551e-06,6.0212020759082405e-06,0.0,4.386572961539464e-06,0.0,0.0,0.0,1.1862506059940288e-05,7.095259800060871e-06,1.2088882482630865e-05,7.753759758859728e-06,8.886012160227382e-06
trading,1.666501066737785e-05,2.5671751351188723e-05,7.697054795360201e-05,0.0,9.723345872750091e-05,1.16909678225569e-05,0.0002218735106995773,1.8894493646432914e-05,1.9380906669889494e-05,2.920713780681826e-05,1.3583180331091153e-05,2.6189078053022033e-05,0.0,0.0,3.529940984463294e-05,3.762059435702458e-05,2.7357902444888833e-05,0.0,5.788005770044565e-06,3.978336701790001e-05
supported,6.069294364761837e-06,5.9055912116154425e-06,5.610500809861383e-06,0.0,4.430836666493247e-06,6.386257411710996e-06,4.438599933775911e-06,3.4408678364767675e-06,2.016886100308731e-06,5.728533051620333e-06,0.0,2.38488843885293e-06,0.0,3.70540599896437e-06,5.143547472272123e-06,3.2247615714411585e-06,2.5717197900116275e-06,6.572249401053855e-06,2.107819914123911e-06,7.246279791616393e-06
achieving,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,7.559487460501042e-06,0.0,0.0,5.869824516930053e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48439622065006e-06,0.0,0.0,0.0
toxic,1.1163709850102116e-05,3.620977545583505e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.419253503578975e-06,0.0,9.098975292316603e-06,4.386572961539464e-06,0.0,1.3630589469475132e-05,0.0,5.9314090252632025e-06,7.095259800060871e-06,3.626276000020598e-05,1.5506986375094572e-05,8.886012160227382e-06
grow,9.837491973097234e-07,2.5524662107222766e-06,3.6372701952466453e-06,0.0,4.595796888256705e-06,1.3801594377343287e-06,2.877530508394264e-06,2.2307038981978098e-06,3.922364855239736e-06,2.122250772939139e-06,3.2070081012458657e-06,3.865063837186231e-06,0.0,1.2008113034572727e-05,6.001779636089895e-06,2.0906028798647396e-06,2.084025554450526e-06,6.390810685803446e-06,2.7328922075980954e-06,1.5660369334115201e-06
addicted,8.555389714596386e-06,5.549787251623869e-06,0.0,0.0,0.0,1.200285793410192e-05,0.0,0.0,3.7905216730999225e-06,4.614339111314378e-06,0.0,1.3446133197085089e-05,0.0,2.0891284388680594e-05,0.0,0.0,7.249901414542028e-06,0.0,0.0,0.0
discoveries,3.421901800998171e-05,0.0,0.0,0.0,1.998533103062209e-05,0.0,1.251298917354062e-05,1.9399803566948207e-05,3.7905216730999225e-06,0.0,0.0,0.0,0.0,0.0,5.800310446569747e-06,0.0,0.0,1.85283462943078e-05,0.0,1.3619382165115754e-05
eradication,1.7713374414308776e-05,0.0,0.0,0.0,1.034502854446111e-05,0.0,0.0,0.0,7.848027017006394e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overdue,1.2943804958355722e-05,0.0,0.0,0.0,0.0,1.8159623024162517e-05,0.0,2.9350769746067323e-05,0.0,0.0,0.0,1.0171804946059068e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.7979806230794774e-05,0.0
sanctions,1.0416404926465949e-05,1.3513399984635963e-05,2.310594836545137e-05,0.0,3.284141215569125e-05,9.343693892473103e-05,5.481728054459386e-05,1.4171665398134875e-05,2.030358441254678e-05,8.083170454202521e-05,0.0,3.2733802070503655e-05,0.0,5.08763782917489e-06,3.529940984463294e-05,1.992097410328963e-05,6.968347120683308e-05,0.0,1.1575215664431468e-05,1.4923169860486294e-05
employs,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,0.0,1.8159623024162517e-05,0.0,0.0,5.734837904966233e-06,0.0,0.0,0.0,0.0,0.0,8.77553093697426e-06,0.0,0.0,0.0,0.0,0.0
screams,1.1241471935130916e-05,7.2922192578366146e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.834037610937125e-06,0.0,2.7450390336224548e-05,7.6213976540327105e-06,0.0,0.0,0.0,0.0,8.947863499015525e-06
subsidizing,3.033446174239616e-05,8.857960208752215e-06,1.1219974901655539e-05,0.0,2.480444012856629e-05,1.4899198128530056e-05,1.7750544738714827e-05,1.3761154479866181e-05,1.6131374259767822e-05,4.910236729172119e-06,0.0,1.1924674133120322e-06,0.0,7.410364133534675e-06,1.7484541166079875e-05,2.256620995051537e-05,7.714512174883032e-06,6.572249401053855e-06,1.4751696522278154e-05,2.8974846826122324e-05
rules,4.552083431239774e-06,3.937187223846057e-06,5.610500809861383e-06,0.0,2.6585788555768658e-06,1.0643023296772756e-05,6.657658905251912e-06,3.4408678364767675e-06,4.705861152611204e-06,1.472835113498175e-05,1.73103790348104e-05,3.218034859804869e-05,0.0,0.0,5.143547472272123e-06,1.4508756209856741e-05,9.000075465166866e-06,3.2863008435717027e-06,2.107819914123911e-06,8.45382656595256e-06
together,2.873191715347298e-06,2.7956987045435594e-06,7.0810728136547465e-06,1.3918165686025808e-05,4.753855546227886e-06,4.0307681854173735e-06,7.004681101967115e-07,6.51409426456797e-06,6.3636964887153775e-06,4.1320906315685906e-06,4.683105520934065e-06,2.6342107675142967e-06,0.0,1.1694790343353646e-06,4.5447693674028315e-06,4.579170597352304e-06,4.666181334506503e-06,4.148146831587181e-06,8.644788621861576e-06,3.811415287744662e-06
process,2.394385682249942e-06,3.416855385319389e-06,3.5411842634579054e-06,2.7852354589240394e-06,1.957752838974039e-06,5.373984473551728e-06,1.400885507770016e-06,5.42871643207869e-06,2.7581157632995977e-06,2.3245181370004e-06,2.341836127080586e-06,4.139152094304329e-06,0.0,2.3388167162739254e-06,2.921882526875208e-06,3.5617644233401648e-06,2.6376833714511006e-06,2.0742957411694814e-06,3.3258329248273775e-06,3.43034132217201e-06
manner,8.044225227877608e-06,5.218245841546761e-06,0.0,0.0,0.0,1.128560274718967e-05,0.0,0.0,3.564096015299452e-06,8.677153589635806e-06,2.6222590786850577e-05,3.160829272252967e-06,1.9747404848157767e-05,0.0,1.0907231864931722e-05,0.0,1.0224929353795762e-05,1.742081843033324e-05,2.7931760338270867e-05,9.604290503259533e-06
probably,3.33026739295533e-06,2.16030784551982e-06,0.0,0.0,5.8346954856268635e-06,1.4015708885970232e-05,4.870800889636775e-06,7.55155935661477e-06,5.901793310749553e-06,5.388383224483011e-06,0.0,2.6170689722495215e-06,0.0,8.132132552404943e-06,4.5155770226182615e-06,3.5387320940147666e-06,2.822093567730488e-06,0.0,0.0,5.301474959030794e-06
strange,3.0053840517497347e-05,9.748039239071606e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1961259173676672e-05
whatsoever,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0171804946059068e-05,0.0,0.0,0.0,0.0,5.48439622065006e-06,0.0,0.0,1.0302867862285733e-05
someones,1.1241471935130916e-05,0.0,0.0,0.0,6.565284814210589e-06,0.0,1.6441614153352446e-05,2.5490638605606673e-05,4.980608064523277e-06,0.0,0.0,0.0,0.0,0.0,7.6213976540327105e-06,0.0,0.0,0.0,0.0,0.0
promoting,5.581993082924964e-06,3.620977545583505e-06,0.0,0.0,0.0,7.83130543418486e-06,0.0,2.5313514810292052e-05,2.4731387424493406e-06,3.0106412286143438e-06,9.098975292316603e-06,8.77297528248923e-06,0.0,0.0,0.0,0.0,7.095259800060871e-06,0.0,1.5506986375094572e-05,4.443093613245742e-06
donated,1.2943804958355722e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1469550030714524e-05,0.0,0.0,1.0171804946059068e-05,0.0,0.0,8.77553093697426e-06,0.0,5.48439622065006e-06,0.0,0.0,0.0
unnecessary,4.166871335572469e-06,5.405880668995991e-06,0.0,0.0,4.867011730263334e-06,5.84588984765781e-06,9.141173007646013e-06,0.0,1.2921596032815021e-05,8.988970617093918e-06,1.0187796206739844e-05,9.822814084708758e-06,0.0,5.593021938125465e-05,8.474558836047349e-06,2.2133833742093746e-05,1.4122428298716749e-05,3.608400940404721e-05,1.1575215664431468e-05,6.633173203733484e-06
disabled,7.455651676487584e-06,1.9344665322413427e-05,2.756619238235686e-05,0.0,8.70842705498017e-06,0.0,0.0,0.0,1.981856634937606e-05,4.021196728473787e-06,0.0,0.0,0.0,0.0,3.5379473680616034e-05,0.0,1.8953130398830913e-05,0.0,1.0356396198709081e-05,0.0
decreases,8.555389714596386e-06,1.1099396291342157e-05,0.0,0.0,9.992954404166807e-06,0.0,3.7536249898478946e-05,0.0,1.8951777046862183e-05,9.228555024066525e-06,0.0,1.3446133197085089e-05,0.0,0.0,0.0,0.0,7.249901414542028e-06,0.0,0.0,0.0
austerity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
push,1.5174362562945147e-06,1.968656825384376e-06,5.610500809861383e-06,8.824808205211388e-06,2.6585788555768658e-06,6.386257411710996e-06,2.2193803064466297e-06,3.4408678364767675e-06,4.705861152611204e-06,4.910236729172119e-06,0.0,3.5772630802179724e-06,0.0,3.70540599896437e-06,2.0575225601121263e-06,6.449183926397523e-06,1.9288100698970473e-06,0.0,6.323024966024629e-06,3.623354020938914e-06
designs,2.1499194672952107e-05,1.3946291226519342e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groundbreaking,1.5027292193774247e-05,0.0,0.0,0.0,8.776293158743045e-06,0.0,0.0,3.407518843998187e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1961259173676672e-05
constantly,8.044225227877608e-06,2.609164812850697e-06,0.0,0.0,7.046996652059675e-06,5.6429973178054795e-06,0.0,9.12058112286846e-06,8.909946916829238e-06,2.1693752747511986e-06,0.0,6.321535586156516e-06,0.0,9.82178264693898e-06,5.453798958128437e-06,4.27399052452503e-06,3.408452758603435e-06,8.710876111021228e-06,0.0,0.0
creations,2.5886969181924876e-05,0.0,0.0,0.0,1.5118756372324894e-05,0.0,0.0,2.9350769746067323e-05,0.0,0.0,0.0,1.0171804946059068e-05,0.0,0.0,0.0,1.3754048134901598e-05,0.0,0.0,0.0,0.0
regularly,4.769569455953055e-06,0.0,1.7634792357380592e-05,0.0,8.35638166229565e-06,0.0,6.975903255811669e-06,0.0,2.1131891120401606e-06,2.572461526467459e-06,0.0,3.7481351379075882e-06,0.0,0.0,3.23363218554558e-06,5.068130127964178e-06,2.0209056596971334e-06,0.0,6.625249290935463e-06,3.796429567872658e-06
millions,8.057847781297385e-06,3.484808060347671e-06,0.0,1.5621190228793938e-05,7.843223425426078e-06,7.53666281993931e-06,2.3567484322268017e-05,0.0,1.546908749617253e-05,1.3037224516160828e-05,1.3134353689407621e-05,4.221598374882826e-06,0.0,0.0,1.0925606564519181e-05,1.141599076059724e-05,9.104252020760268e-06,0.0,7.462037264723107e-06,8.551647596101291e-06
scientists,1.907686131873841e-05,3.093967270388877e-06,1.7634792357380592e-05,0.0,1.9497096591075697e-05,0.0,1.3951301468853245e-05,1.0815253732573007e-05,1.0565482105920692e-05,5.144854370604944e-06,0.0,0.0,0.0,0.0,9.700570992262382e-06,0.0,4.041768931516385e-06,0.0,6.625249290935463e-06,7.5927095492636364e-06
application,1.5027292193774247e-05,2.924317866515903e-05,0.0,0.0,1.7552332590329254e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1961259173676672e-05
innovations,1.94147463670113e-05,8.396369162793158e-06,0.0,0.0,7.559378186162447e-06,1.81589924598013e-05,1.8930736494744477e-05,1.4675384873033662e-05,5.734775015357262e-06,3.490612786853246e-06,0.0,0.0,0.0,0.0,4.38776546848713e-06,0.0,0.0,0.0,0.0,5.151433931142866e-06
insecure,1.7713374414308776e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.848027017006394e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4605055521730235e-05,0.0
deem,1.2943804958355722e-05,8.396503974895472e-06,4.785784437422043e-05,0.0,7.559487460501042e-06,1.8159623024162517e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
preferences,6.471902479177861e-06,4.198251987447736e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.490612786853246e-06,2.1098308123612085e-05,5.085902473029534e-06,3.1774375172618664e-05,1.5803646559505704e-05,4.38776546848713e-06,6.877024067450799e-06,5.4843387038837176e-06,0.0,0.0,0.0
abandoned,4.166871335572469e-06,4.054475595887086e-06,7.703392332404327e-06,0.0,1.2168056982420027e-06,0.0,3.0472782759998463e-06,4.724418693914543e-06,6.461293910994051e-06,2.2474226464746384e-06,0.0,1.637294893925323e-06,0.0,5.08763782917489e-06,2.825042549759168e-06,2.213907256528975e-06,2.6483162923696777e-06,4.512193399178851e-06,2.8941023831618445e-06,1.658391311390939e-06
helps,5.745530387469034e-06,3.416855385319389e-06,8.850531492525634e-06,1.113613394873781e-05,8.387581341853816e-06,4.7023996411174775e-06,1.0501700166138607e-05,4.343216818063026e-06,9.967933956211733e-06,5.93932546498432e-06,3.122322215176991e-06,6.019999602949107e-06,2.3513222377864865e-06,0.0,9.411797105630879e-06,7.122218031954876e-06,4.666181334506503e-06,2.0742957411694814e-06,4.655846028344518e-06,4.192474243611692e-06
anything,6.224170600292973e-06,4.037972187006801e-06,3.5411842634579054e-06,5.569669295888838e-06,3.0762908984039546e-06,0.0,7.004681101967115e-07,3.2575953951939514e-06,1.6973950610040272e-06,2.3245181370004e-06,4.683105520934065e-06,3.0104680470868027e-06,4.70207314225938e-06,4.677068159622132e-06,1.9480197326872646e-06,3.0530212107629686e-06,2.2319327349609006e-06,2.0742957411694814e-06,3.3258329248273775e-06,3.43034132217201e-06
